#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
  3683   0.441452E+01  -0.170607E+00   0.265771E-07  -0.170607E+00   0.128165E+00  -0.998990E-09   0.265771E-07  -0.998990E-09   0.254150E-09
  3684   0.440030E+01  -0.169081E+00   0.266453E-07  -0.169081E+00   0.128054E+00  -0.100504E-08   0.266453E-07  -0.100504E-08   0.253878E-09
  3685   0.438601E+01  -0.167583E+00   0.267131E-07  -0.167583E+00   0.127941E+00  -0.101094E-08   0.267131E-07  -0.101094E-08   0.253607E-09
  3686   0.437178E+01  -0.166125E+00   0.267803E-07  -0.166125E+00   0.127832E+00  -0.101666E-08   0.267803E-07  -0.101666E-08   0.253335E-09
  3687   0.435748E+01  -0.164694E+00   0.268471E-07  -0.164694E+00   0.127741E+00  -0.102223E-08   0.268471E-07  -0.102223E-08   0.253064E-09
  3688   0.434324E+01  -0.163289E+00   0.269133E-07  -0.163289E+00   0.127662E+00  -0.102763E-08   0.269133E-07  -0.102763E-08   0.252793E-09
  3689   0.432908E+01  -0.161924E+00   0.269790E-07  -0.161924E+00   0.127586E+00  -0.103287E-08   0.269790E-07  -0.103287E-08   0.252523E-09
  3690   0.431470E+01  -0.160591E+00   0.270442E-07  -0.160591E+00   0.127522E+00  -0.103794E-08   0.270442E-07  -0.103794E-08   0.252253E-09
  3691   0.430054E+01  -0.159291E+00   0.271089E-07  -0.159291E+00   0.127468E+00  -0.104284E-08   0.271089E-07  -0.104284E-08   0.251982E-09
  3692   0.428638E+01  -0.158029E+00   0.271729E-07  -0.158029E+00   0.127417E+00  -0.104758E-08   0.271729E-07  -0.104758E-08   0.251713E-09
  3693   0.427223E+01  -0.156799E+00   0.272364E-07  -0.156799E+00   0.127377E+00  -0.105216E-08   0.272364E-07  -0.105216E-08   0.251443E-09
  3694   0.425808E+01  -0.155600E+00   0.272993E-07  -0.155600E+00   0.127340E+00  -0.105657E-08   0.272993E-07  -0.105657E-08   0.251174E-09
  3695   0.424400E+01  -0.154438E+00   0.273616E-07  -0.154438E+00   0.127312E+00  -0.106081E-08   0.273616E-07  -0.106081E-08   0.250905E-09
  3696   0.422986E+01  -0.153314E+00   0.274233E-07  -0.153314E+00   0.127288E+00  -0.106489E-08   0.274233E-07  -0.106489E-08   0.250636E-09
  3697   0.421580E+01  -0.152220E+00   0.274844E-07  -0.152220E+00   0.127280E+00  -0.106880E-08   0.274844E-07  -0.106880E-08   0.250368E-09
  3698   0.420190E+01  -0.151162E+00   0.275448E-07  -0.151162E+00   0.127267E+00  -0.107254E-08   0.275448E-07  -0.107254E-08   0.250099E-09
  3699   0.418793E+01  -0.150125E+00   0.276046E-07  -0.150125E+00   0.127264E+00  -0.107612E-08   0.276046E-07  -0.107612E-08   0.249831E-09
  3700   0.417396E+01  -0.149140E+00   0.276637E-07  -0.149140E+00   0.127270E+00  -0.107952E-08   0.276637E-07  -0.107952E-08   0.249564E-09
  3701   0.416009E+01  -0.148182E+00   0.277221E-07  -0.148182E+00   0.127277E+00  -0.108276E-08   0.277221E-07  -0.108276E-08   0.249296E-09
  3702   0.414622E+01  -0.147260E+00   0.277798E-07  -0.147260E+00   0.127287E+00  -0.108583E-08   0.277798E-07  -0.108583E-08   0.249029E-09
  3703   0.413244E+01  -0.146372E+00   0.278369E-07  -0.146372E+00   0.127312E+00  -0.108874E-08   0.278369E-07  -0.108874E-08   0.248762E-09
  3704   0.411874E+01  -0.145517E+00   0.278933E-07  -0.145517E+00   0.127332E+00  -0.109148E-08   0.278933E-07  -0.109148E-08   0.248495E-09
  3705   0.410505E+01  -0.144689E+00   0.279490E-07  -0.144689E+00   0.127369E+00  -0.109405E-08   0.279490E-07  -0.109405E-08   0.248229E-09
  3706   0.409137E+01  -0.143901E+00   0.280040E-07  -0.143901E+00   0.127391E+00  -0.109646E-08   0.280040E-07  -0.109646E-08   0.247963E-09
  3707   0.407776E+01  -0.143153E+00   0.280583E-07  -0.143153E+00   0.127438E+00  -0.109871E-08   0.280583E-07  -0.109871E-08   0.247697E-09
  3708   0.406416E+01  -0.142437E+00   0.281119E-07  -0.142437E+00   0.127479E+00  -0.110080E-08   0.281119E-07  -0.110080E-08   0.247431E-09
  3709   0.405072E+01  -0.141753E+00   0.281648E-07  -0.141753E+00   0.127528E+00  -0.110272E-08   0.281648E-07  -0.110272E-08   0.247166E-09
  3710   0.403735E+01  -0.141106E+00   0.282170E-07  -0.141106E+00   0.127579E+00  -0.110448E-08   0.282170E-07  -0.110448E-08   0.246901E-09
  3711   0.402392E+01  -0.140483E+00   0.282686E-07  -0.140483E+00   0.127639E+00  -0.110608E-08   0.282686E-07  -0.110608E-08   0.246636E-09
  3712   0.401063E+01  -0.139911E+00   0.283194E-07  -0.139911E+00   0.127700E+00  -0.110752E-08   0.283194E-07  -0.110752E-08   0.246371E-09
  3713   0.399742E+01  -0.139354E+00   0.283695E-07  -0.139354E+00   0.127762E+00  -0.110881E-08   0.283695E-07  -0.110881E-08   0.246107E-09
  3714   0.398422E+01  -0.138841E+00   0.284189E-07  -0.138841E+00   0.127811E+00  -0.110993E-08   0.284189E-07  -0.110993E-08   0.245842E-09
  3715   0.397109E+01  -0.138356E+00   0.284676E-07  -0.138356E+00   0.127890E+00  -0.111090E-08   0.284676E-07  -0.111090E-08   0.245579E-09
  3716   0.395795E+01  -0.137906E+00   0.285156E-07  -0.137906E+00   0.127964E+00  -0.111172E-08   0.285156E-07  -0.111172E-08   0.245315E-09
  3717   0.394497E+01  -0.137491E+00   0.285628E-07  -0.137491E+00   0.128038E+00  -0.111238E-08   0.285628E-07  -0.111238E-08   0.245052E-09
  3718   0.393206E+01  -0.137103E+00   0.286094E-07  -0.137103E+00   0.128114E+00  -0.111288E-08   0.286094E-07  -0.111288E-08   0.244788E-09
  3719   0.391907E+01  -0.136748E+00   0.286552E-07  -0.136748E+00   0.128198E+00  -0.111323E-08   0.286552E-07  -0.111323E-08   0.244526E-09
  3720   0.390631E+01  -0.136426E+00   0.287003E-07  -0.136426E+00   0.128305E+00  -0.111343E-08   0.287003E-07  -0.111343E-08   0.244263E-09
  3721   0.389354E+01  -0.136138E+00   0.287447E-07  -0.136138E+00   0.128391E+00  -0.111347E-08   0.287447E-07  -0.111347E-08   0.244001E-09
  3722   0.388091E+01  -0.135873E+00   0.287883E-07  -0.135873E+00   0.128478E+00  -0.111337E-08   0.287883E-07  -0.111337E-08   0.243739E-09
  3723   0.386828E+01  -0.135648E+00   0.288313E-07  -0.135648E+00   0.128573E+00  -0.111311E-08   0.288313E-07  -0.111311E-08   0.243477E-09
  3724   0.385579E+01  -0.135447E+00   0.288735E-07  -0.135447E+00   0.128670E+00  -0.111270E-08   0.288735E-07  -0.111270E-08   0.243215E-09
  3725   0.384330E+01  -0.135283E+00   0.289149E-07  -0.135283E+00   0.128767E+00  -0.111215E-08   0.289149E-07  -0.111215E-08   0.242954E-09
  3726   0.383087E+01  -0.135142E+00   0.289556E-07  -0.135142E+00   0.128857E+00  -0.111144E-08   0.289556E-07  -0.111144E-08   0.242693E-09
  3727   0.381858E+01  -0.135038E+00   0.289956E-07  -0.135038E+00   0.128964E+00  -0.111059E-08   0.289956E-07  -0.111059E-08   0.242432E-09
  3728   0.380636E+01  -0.134963E+00   0.290349E-07  -0.134963E+00   0.129056E+00  -0.110960E-08   0.290349E-07  -0.110960E-08   0.242171E-09
  3729   0.379413E+01  -0.134917E+00   0.290734E-07  -0.134917E+00   0.129171E+00  -0.110845E-08   0.290734E-07  -0.110845E-08   0.241911E-09
  3730   0.378212E+01  -0.134891E+00   0.291111E-07  -0.134891E+00   0.129272E+00  -0.110717E-08   0.291111E-07  -0.110717E-08   0.241651E-09
  3731   0.377009E+01  -0.134900E+00   0.291481E-07  -0.134900E+00   0.129374E+00  -0.110573E-08   0.291481E-07  -0.110573E-08   0.241391E-09
  3732   0.375820E+01  -0.134937E+00   0.291844E-07  -0.134937E+00   0.129468E+00  -0.110416E-08   0.291844E-07  -0.110416E-08   0.241131E-09
  3733   0.374630E+01  -0.134999E+00   0.292199E-07  -0.134999E+00   0.129579E+00  -0.110244E-08   0.292199E-07  -0.110244E-08   0.240872E-09
  3734   0.373461E+01  -0.135080E+00   0.292547E-07  -0.135080E+00   0.129682E+00  -0.110058E-08   0.292547E-07  -0.110058E-08   0.240613E-09
  3735   0.372290E+01  -0.135202E+00   0.292887E-07  -0.135202E+00   0.129779E+00  -0.109859E-08   0.292887E-07  -0.109859E-08   0.240354E-09
  3736   0.371133E+01  -0.135356E+00   0.293219E-07  -0.135356E+00   0.129883E+00  -0.109645E-08   0.293219E-07  -0.109645E-08   0.240095E-09
  3737   0.369990E+01  -0.135519E+00   0.293544E-07  -0.135519E+00   0.129988E+00  -0.109417E-08   0.293544E-07  -0.109417E-08   0.239837E-09
  3738   0.368837E+01  -0.135721E+00   0.293861E-07  -0.135721E+00   0.130086E+00  -0.109175E-08   0.293861E-07  -0.109175E-08   0.239579E-09
  3739   0.367705E+01  -0.135931E+00   0.294170E-07  -0.135931E+00   0.130192E+00  -0.108920E-08   0.294170E-07  -0.108920E-08   0.239321E-09
  3740   0.366594E+01  -0.136172E+00   0.294472E-07  -0.136172E+00   0.130291E+00  -0.108650E-08   0.294472E-07  -0.108650E-08   0.239063E-09
  3741   0.365473E+01  -0.136413E+00   0.294766E-07  -0.136413E+00   0.130390E+00  -0.108368E-08   0.294766E-07  -0.108368E-08   0.238806E-09
  3742   0.364366E+01  -0.136698E+00   0.295053E-07  -0.136698E+00   0.130482E+00  -0.108071E-08   0.295053E-07  -0.108071E-08   0.238549E-09
  3743   0.363271E+01  -0.137005E+00   0.295331E-07  -0.137005E+00   0.130574E+00  -0.107762E-08   0.295331E-07  -0.107762E-08   0.238292E-09
  3744   0.362190E+01  -0.137332E+00   0.295602E-07  -0.137332E+00   0.130666E+00  -0.107439E-08   0.295602E-07  -0.107439E-08   0.238035E-09
  3745   0.361113E+01  -0.137679E+00   0.295865E-07  -0.137679E+00   0.130759E+00  -0.107102E-08   0.295865E-07  -0.107102E-08   0.237779E-09
  3746   0.360050E+01  -0.138054E+00   0.296120E-07  -0.138054E+00   0.130844E+00  -0.106753E-08   0.296120E-07  -0.106753E-08   0.237523E-09
  3747   0.358984E+01  -0.138448E+00   0.296368E-07  -0.138448E+00   0.130930E+00  -0.106390E-08   0.296368E-07  -0.106390E-08   0.237267E-09
  3748   0.357938E+01  -0.138861E+00   0.296607E-07  -0.138861E+00   0.131008E+00  -0.106015E-08   0.296607E-07  -0.106015E-08   0.237011E-09
  3749   0.356905E+01  -0.139284E+00   0.296839E-07  -0.139284E+00   0.131086E+00  -0.105626E-08   0.296839E-07  -0.105626E-08   0.236756E-09
  3750   0.355870E+01  -0.139733E+00   0.297063E-07  -0.139733E+00   0.131157E+00  -0.105225E-08   0.297063E-07  -0.105225E-08   0.236501E-09
  3751   0.354861E+01  -0.140199E+00   0.297278E-07  -0.140199E+00   0.131227E+00  -0.104810E-08   0.297278E-07  -0.104810E-08   0.236246E-09
  3752   0.353850E+01  -0.140689E+00   0.297486E-07  -0.140689E+00   0.131291E+00  -0.104383E-08   0.297486E-07  -0.104383E-08   0.235991E-09
  3753   0.352851E+01  -0.141189E+00   0.297686E-07  -0.141189E+00   0.131362E+00  -0.103944E-08   0.297686E-07  -0.103944E-08   0.235737E-09
  3754   0.351865E+01  -0.141698E+00   0.297878E-07  -0.141698E+00   0.131418E+00  -0.103492E-08   0.297878E-07  -0.103492E-08   0.235483E-09
  3755   0.350882E+01  -0.142231E+00   0.298062E-07  -0.142231E+00   0.131475E+00  -0.103028E-08   0.298062E-07  -0.103028E-08   0.235229E-09
  3756   0.349911E+01  -0.142788E+00   0.298239E-07  -0.142788E+00   0.131525E+00  -0.102551E-08   0.298239E-07  -0.102551E-08   0.234975E-09
  3757   0.348952E+01  -0.143353E+00   0.298407E-07  -0.143353E+00   0.131568E+00  -0.102063E-08   0.298407E-07  -0.102063E-08   0.234722E-09
  3758   0.347997E+01  -0.143927E+00   0.298568E-07  -0.143927E+00   0.131612E+00  -0.101563E-08   0.298568E-07  -0.101563E-08   0.234469E-09
  3759   0.347060E+01  -0.144524E+00   0.298721E-07  -0.144524E+00   0.131648E+00  -0.101050E-08   0.298721E-07  -0.101050E-08   0.234216E-09
  3760   0.346127E+01  -0.145129E+00   0.298866E-07  -0.145129E+00   0.131694E+00  -0.100527E-08   0.298866E-07  -0.100527E-08   0.233963E-09
  3761   0.345220E+01  -0.145749E+00   0.299003E-07  -0.145749E+00   0.131725E+00  -0.999911E-09   0.299003E-07  -0.999911E-09   0.233710E-09
  3762   0.344309E+01  -0.146384E+00   0.299132E-07  -0.146384E+00   0.131750E+00  -0.994443E-09   0.299132E-07  -0.994443E-09   0.233458E-09
  3763   0.343409E+01  -0.147028E+00   0.299254E-07  -0.147028E+00   0.131768E+00  -0.988861E-09   0.299254E-07  -0.988861E-09   0.233206E-09
  3764   0.342519E+01  -0.147693E+00   0.299368E-07  -0.147693E+00   0.131781E+00  -0.983167E-09   0.299368E-07  -0.983167E-09   0.232954E-09
  3765   0.341640E+01  -0.148358E+00   0.299474E-07  -0.148358E+00   0.131794E+00  -0.977362E-09   0.299474E-07  -0.977362E-09   0.232703E-09
  3766   0.340778E+01  -0.149044E+00   0.299573E-07  -0.149044E+00   0.131794E+00  -0.971448E-09   0.299573E-07  -0.971448E-09   0.232452E-09
  3767   0.339911E+01  -0.149745E+00   0.299664E-07  -0.149745E+00   0.131796E+00  -0.965426E-09   0.299664E-07  -0.965426E-09   0.232201E-09
  3768   0.339062E+01  -0.150446E+00   0.299747E-07  -0.150446E+00   0.131799E+00  -0.959297E-09   0.299747E-07  -0.959297E-09   0.231950E-09
  3769   0.338223E+01  -0.151160E+00   0.299822E-07  -0.151160E+00   0.131789E+00  -0.953062E-09   0.299822E-07  -0.953062E-09   0.231699E-09
  3770   0.337394E+01  -0.151880E+00   0.299890E-07  -0.151880E+00   0.131781E+00  -0.946722E-09   0.299890E-07  -0.946722E-09   0.231449E-09
  3771   0.336574E+01  -0.152621E+00   0.299950E-07  -0.152621E+00   0.131752E+00  -0.940279E-09   0.299950E-07  -0.940279E-09   0.231199E-09
  3772   0.335763E+01  -0.153361E+00   0.300003E-07  -0.153361E+00   0.131726E+00  -0.933734E-09   0.300003E-07  -0.933734E-09   0.230949E-09
  3773   0.334962E+01  -0.154113E+00   0.300048E-07  -0.154113E+00   0.131701E+00  -0.927088E-09   0.300048E-07  -0.927088E-09   0.230700E-09
  3774   0.334170E+01  -0.154872E+00   0.300085E-07  -0.154872E+00   0.131678E+00  -0.920342E-09   0.300085E-07  -0.920342E-09   0.230450E-09
  3775   0.333387E+01  -0.155628E+00   0.300115E-07  -0.155628E+00   0.131628E+00  -0.913498E-09   0.300115E-07  -0.913498E-09   0.230201E-09
  3776   0.332613E+01  -0.156403E+00   0.300138E-07  -0.156403E+00   0.131588E+00  -0.906557E-09   0.300138E-07  -0.906557E-09   0.229952E-09
  3777   0.331855E+01  -0.157184E+00   0.300152E-07  -0.157184E+00   0.131535E+00  -0.899519E-09   0.300152E-07  -0.899519E-09   0.229704E-09
  3778   0.331113E+01  -0.157963E+00   0.300160E-07  -0.157963E+00   0.131485E+00  -0.892388E-09   0.300160E-07  -0.892388E-09   0.229455E-09
  3779   0.330365E+01  -0.158760E+00   0.300159E-07  -0.158760E+00   0.131415E+00  -0.885162E-09   0.300159E-07  -0.885162E-09   0.229207E-09
  3780   0.329632E+01  -0.159547E+00   0.300152E-07  -0.159547E+00   0.131348E+00  -0.877844E-09   0.300152E-07  -0.877844E-09   0.228959E-09
  3781   0.328907E+01  -0.160346E+00   0.300136E-07  -0.160346E+00   0.131269E+00  -0.870435E-09   0.300136E-07  -0.870435E-09   0.228712E-09
  3782   0.328183E+01  -0.161141E+00   0.300114E-07  -0.161141E+00   0.131193E+00  -0.862937E-09   0.300114E-07  -0.862937E-09   0.228464E-09
  3783   0.327460E+01  -0.161940E+00   0.300083E-07  -0.161940E+00   0.131105E+00  -0.855350E-09   0.300083E-07  -0.855350E-09   0.228217E-09
  3784   0.326766E+01  -0.162758E+00   0.300046E-07  -0.162758E+00   0.131012E+00  -0.847675E-09   0.300046E-07  -0.847675E-09   0.227970E-09
  3785   0.326073E+01  -0.163549E+00   0.300001E-07  -0.163549E+00   0.130915E+00  -0.839914E-09   0.300001E-07  -0.839914E-09   0.227723E-09
  3786   0.325380E+01  -0.164358E+00   0.299948E-07  -0.164358E+00   0.130814E+00  -0.832069E-09   0.299948E-07  -0.832069E-09   0.227477E-09
  3787   0.324708E+01  -0.165163E+00   0.299889E-07  -0.165163E+00   0.130709E+00  -0.824139E-09   0.299889E-07  -0.824139E-09   0.227231E-09
  3788   0.324044E+01  -0.165964E+00   0.299821E-07  -0.165964E+00   0.130585E+00  -0.816128E-09   0.299821E-07  -0.816128E-09   0.226985E-09
  3789   0.323387E+01  -0.166767E+00   0.299747E-07  -0.166767E+00   0.130465E+00  -0.808035E-09   0.299747E-07  -0.808035E-09   0.226739E-09
  3790   0.322737E+01  -0.167572E+00   0.299665E-07  -0.167572E+00   0.130333E+00  -0.799862E-09   0.299665E-07  -0.799862E-09   0.226493E-09
  3791   0.322094E+01  -0.168373E+00   0.299576E-07  -0.168373E+00   0.130198E+00  -0.791610E-09   0.299576E-07  -0.791610E-09   0.226248E-09
  3792   0.321465E+01  -0.169168E+00   0.299479E-07  -0.169168E+00   0.130059E+00  -0.783281E-09   0.299479E-07  -0.783281E-09   0.226003E-09
  3793   0.320834E+01  -0.169942E+00   0.299375E-07  -0.169942E+00   0.129909E+00  -0.774876E-09   0.299375E-07  -0.774876E-09   0.225758E-09
  3794   0.320218E+01  -0.170726E+00   0.299264E-07  -0.170726E+00   0.129756E+00  -0.766395E-09   0.299264E-07  -0.766395E-09   0.225514E-09
  3795   0.319607E+01  -0.171504E+00   0.299146E-07  -0.171504E+00   0.129592E+00  -0.757841E-09   0.299146E-07  -0.757841E-09   0.225269E-09
  3796   0.319003E+01  -0.172298E+00   0.299020E-07  -0.172298E+00   0.129424E+00  -0.749214E-09   0.299020E-07  -0.749214E-09   0.225025E-09
  3797   0.318405E+01  -0.173072E+00   0.298888E-07  -0.173072E+00   0.129254E+00  -0.740515E-09   0.298888E-07  -0.740515E-09   0.224781E-09
  3798   0.317820E+01  -0.173838E+00   0.298748E-07  -0.173838E+00   0.129073E+00  -0.731747E-09   0.298748E-07  -0.731747E-09   0.224538E-09
  3799   0.317240E+01  -0.174591E+00   0.298600E-07  -0.174591E+00   0.128889E+00  -0.722909E-09   0.298600E-07  -0.722909E-09   0.224294E-09
  3800   0.316658E+01  -0.175344E+00   0.298446E-07  -0.175344E+00   0.128702E+00  -0.714004E-09   0.298446E-07  -0.714004E-09   0.224051E-09
  3801   0.316090E+01  -0.176083E+00   0.298284E-07  -0.176083E+00   0.128491E+00  -0.705032E-09   0.298284E-07  -0.705032E-09   0.223808E-09
  3802   0.315526E+01  -0.176815E+00   0.298115E-07  -0.176815E+00   0.128291E+00  -0.695996E-09   0.298115E-07  -0.695996E-09   0.223565E-09
  3803   0.314968E+01  -0.177533E+00   0.297940E-07  -0.177533E+00   0.128074E+00  -0.686896E-09   0.297940E-07  -0.686896E-09   0.223323E-09
  3804   0.314429E+01  -0.178245E+00   0.297757E-07  -0.178245E+00   0.127855E+00  -0.677734E-09   0.297757E-07  -0.677734E-09   0.223081E-09
  3805   0.313881E+01  -0.178950E+00   0.297567E-07  -0.178950E+00   0.127633E+00  -0.668511E-09   0.297567E-07  -0.668511E-09   0.222839E-09
  3806   0.313345E+01  -0.179635E+00   0.297370E-07  -0.179635E+00   0.127401E+00  -0.659229E-09   0.297370E-07  -0.659229E-09   0.222597E-09
  3807   0.312822E+01  -0.180314E+00   0.297166E-07  -0.180314E+00   0.127160E+00  -0.649890E-09   0.297166E-07  -0.649890E-09   0.222355E-09
  3808   0.312295E+01  -0.180980E+00   0.296955E-07  -0.180980E+00   0.126917E+00  -0.640494E-09   0.296955E-07  -0.640494E-09   0.222114E-09
  3809   0.311781E+01  -0.181641E+00   0.296737E-07  -0.181641E+00   0.126673E+00  -0.631044E-09   0.296737E-07  -0.631044E-09   0.221873E-09
  3810   0.311279E+01  -0.182282E+00   0.296513E-07  -0.182282E+00   0.126411E+00  -0.621541E-09   0.296513E-07  -0.621541E-09   0.221632E-09
  3811   0.310775E+01  -0.182917E+00   0.296281E-07  -0.182917E+00   0.126148E+00  -0.611986E-09   0.296281E-07  -0.611986E-09   0.221391E-09
  3812   0.310282E+01  -0.183534E+00   0.296043E-07  -0.183534E+00   0.125869E+00  -0.602381E-09   0.296043E-07  -0.602381E-09   0.221151E-09
  3813   0.309786E+01  -0.184146E+00   0.295798E-07  -0.184146E+00   0.125595E+00  -0.592727E-09   0.295798E-07  -0.592727E-09   0.220911E-09
  3814   0.309294E+01  -0.184753E+00   0.295547E-07  -0.184753E+00   0.125313E+00  -0.583025E-09   0.295547E-07  -0.583025E-09   0.220671E-09
  3815   0.308814E+01  -0.185334E+00   0.295289E-07  -0.185334E+00   0.125029E+00  -0.573278E-09   0.295289E-07  -0.573278E-09   0.220431E-09
  3816   0.308338E+01  -0.185904E+00   0.295024E-07  -0.185904E+00   0.124737E+00  -0.563487E-09   0.295024E-07  -0.563487E-09   0.220192E-09
  3817   0.307867E+01  -0.186463E+00   0.294752E-07  -0.186463E+00   0.124430E+00  -0.553653E-09   0.294752E-07  -0.553653E-09   0.219952E-09
  3818   0.307399E+01  -0.187004E+00   0.294474E-07  -0.187004E+00   0.124128E+00  -0.543777E-09   0.294474E-07  -0.543777E-09   0.219713E-09
  3819   0.306943E+01  -0.187534E+00   0.294190E-07  -0.187534E+00   0.123811E+00  -0.533862E-09   0.294190E-07  -0.533862E-09   0.219475E-09
  3820   0.306483E+01  -0.188061E+00   0.293899E-07  -0.188061E+00   0.123494E+00  -0.523908E-09   0.293899E-07  -0.523908E-09   0.219236E-09
  3821   0.306035E+01  -0.188555E+00   0.293601E-07  -0.188555E+00   0.123168E+00  -0.513917E-09   0.293601E-07  -0.513917E-09   0.218998E-09
  3822   0.305582E+01  -0.189047E+00   0.293298E-07  -0.189047E+00   0.122842E+00  -0.503890E-09   0.293298E-07  -0.503890E-09   0.218759E-09
  3823   0.305141E+01  -0.189522E+00   0.292987E-07  -0.189522E+00   0.122508E+00  -0.493830E-09   0.292987E-07  -0.493830E-09   0.218522E-09
